"property1","property2","index","url"
"Republicans may be divided over the particulars of dueling budget plans, but there is at least one area of agreement among GOP lawmakers: the desire to repeal ObamaCare.","Published March 26, 2015","1","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"And this year's budget legislation could give them the best chance yet to send repeal legislation to President Obama's desk.","2","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"The party -- which for the first time in eight years controls both the House and Senate -- is using the budget process to inch closer toward a repeal of the controversial health care law, even as Obama hailed it a success on its five-year anniversary this week.","3","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"The House on Wednesday night narrowly passed its version of a budget blueprint after Republican leaders agreed to tack on extra defense spending over the protest of conservative members who opposed busting the caps imposed by the 2011 Budget Control Act. The Senate, meanwhile, is on track to approve its plan by the end of week following a marathon voting session that starts Thursday.","4","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"Leaders in both chambers have set a mid-April goal of resolving differences between the two approaches.","5","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"Why does this matter for ObamaCare?","6","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"Like many pieces of legislation before it, the proposal calls for undoing the health care law. What's significant this time is that it's contained in a budget resolution.","7","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"While the resolution is not legally binding, it gives Senate leaders a procedural tool by which subsequent legislation -- so long as it impacts spending or revenue -- can pass the chamber on a simple-majority vote, as opposed to the usual 60-vote threshold.","8","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"Known as budget ""reconciliation,"" the tool is critical to GOP hopes of shelving ObamaCare, since Majority Leader Mitch McConnell's caucus of 54 is six votes short of filibuster-proof. (The budget itself is also subject to special rules and cannot be filibustered.)","9","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"Five years after the president signed it into law, polls show that ObamaCare -- also known as the Affordable Care Act -- remains unpopular, with 42 percent of the public approving of it compared with 53 percent who disapprove, according to the Real Clear Politics average.","10","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"The fact Obama likely would veto a rollback of his signature legislative achievement isn't stopping Republicans from fulfilling what they describe as a campaign promise.","11","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"""This new class, we were elected on ObamaCare, to repeal and replace it,"" Sen. Cory Gardner, a freshman Republican from Colorado, told Fox News' Neil Cavuto on ""Your World"" earlier this week. ""I think the Republicans not only will have a plan, but something the president will accept, because it's something that we have to do, and that's important.""","12","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"Democrats nevertheless continue to trumpet individual parts of the overhaul, citing benefits like the elimination of preexisting conditions as grounds for denial of coverage and the expansion of Medicaid to cover more Americans. For his part, Obama acknowledges there may be room for improvement, but says Republicans should work with Democrats to address problems rather than aim for a wholesale repeal.","13","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"""Every public health policy has some tradeoffs, especially when it affects one-sixth of the American economy and applies to the very personal needs of every individual American,"" the president told an audience Wednesday. ""We also know beyond a shred of the doubt the policy has worked. Coverage is up, cost growth is at a historic low, deficits have been slashed, lives have been saved. So if anybody wants to join us in the spirit of people putting aside differences and come here today and make the law work better, come on board.""","14","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"But even if Obama were to veto their efforts, Republicans -- who have voted more than 60 times to repeal or undermine the law -- are champing at the bit to finally send legislation to his desk.","15","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"""By passing a balanced budget that's about the future, we can leave ObamaCare's higher costs and broken promises where they belong -- in the past,"" McConnell said Monday.","16","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"Details of a possible GOP replacement for ObamaCare remain elusive for the time being. There is no shortage of Republican-sponsored health-care bills percolating on the Hill but it isn't clear if the party will unite around one comprehensive magic bullet.","17","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"Indeed, given the likelihood of a veto many ObamaCare critics say the best shot they'll have at undermining the law could be in responding to a forthcoming Supreme Court ruling in King v. Burwell. In the event the high court rules against the administration, some 7.5 million Americans enrolled in federally run health-care exchanges could lose their subsidies as a result, according to a February estimate by the Kaiser Family Foundation.","18","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"""I look forward to that opportunity,"" said Sen. Bill Cassidy, a freshman Republican from Louisiana who is also a medical doctor. ""If it arises, we shall be ready.""","19","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"Capitol Attitude is a weekly column written by members of the Fox News Capitol Hill team. Their articles take you inside the halls of Congress, and cover the spectrum of policy issues being introduced, debated and voted on there.","20","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"","21","http://www.foxnews.com/politics/2015/03/26/republicans-see-best-shot-yet-at-approving-obamacare-repeal-as-budget-plan.html"
"HERSHEY, Pa. – Republican leaders have yet to spell out their strategy for tackling ObamaCare now that they control Congress, and so far have pursued a piecemeal approach -- but are crossing their fingers that a looming Supreme Court case will give them an opening to unravel the law.","Published January 17, 2015","22","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"GOP leaders huddled this week at a retreat in Hershey, Pa., where the Affordable Care Act was a chief topic.","23","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"Wisconsin Rep. Paul Ryan, chairman of the House Ways and Means Committee, on Thursday called ObamaCare a ""terrible law"" that needs to be replaced because it's ""beyond repair.""","24","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"But Ryan also said he did not have a ""timeline"" for doing so.","25","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"Leaders still say they want to repeal the law. But while the 114th Congress kicked off with major statements on energy and immigration -- the House voted recently to approve the Keystone XL pipeline and reverse President Obama's immigration actions -- proposals pertaining to ObamaCare have been far more modest.","26","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"Last week, the House passed a bill that would define a full-time worker under the health law as working 40 hours per week. The law currently uses a lower threshold -- part of a formula that determines which businesses have to provide health insurance to workers. Lawmakers are concerned the provision is leading businesses to cut back hours to skirt the mandate.","27","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"And legislation has been proposed in both chambers to repeal the law's 2.3 percent tax on medical devices such as X-ray equipment and artificial joints. The Senate version has bipartisan support and could get a vote in the coming weeks.","28","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"Critics of the law say the two provisions hurt the economy and job growth, though President Obama would likely veto both.","29","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"Sen. John McCain, R-Ariz., is also trying again to pass a bill that would allow Americans to opt out of the law's individual requirement to buy insurance -- a more sweeping measure.","30","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"Republicans still want to do more. Ryan said Thursday that ObamaCare would be replaced with something that gives Americans more choices and lowers costs, improves their access to care and is ""truly patient centered"" -- an apparent reference to GOP planning for the wild card in all this, the Supreme Court case.","31","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"The case, called King v. Burwell, could impact the legality of billions of dollars' worth of subsidies through the law. And Republicans want to be ready with a plan if the ruling goes against the administration.","32","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
"Plaintiffs argue the law doesn't allow the federal government to offer subsidies to customers in states that don't operate their own insurance exchanges.","33","http://www.foxnews.com/politics/2015/01/17/republicans-start-small-on-obamacare-cross-fingers-for-high-court-intervention.html"
